# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.643521123497989,0.6211791545821714,1.9263532359038424,3.001266562560735,-84.12041757986442,-88.39201250553423,-0.05157160642544867,-19.390514845520446,-5.565919232728604,-50.71996519459015
 0.6463255600304914,0.626605094323093,1.9347700252927367,3.0012408165942466,-84.13642206751499,-88.39567536642005,-0.05260345944006513,-19.010156568492825,-5.706846086574027,-50.25139710317292
 0.6491277259230754,0.6320502068430955,1.9431799289303417,3.001215474023802,-84.15280450532836,-88.39933822730589,-0.05361389956119316,-18.651879609291104,-5.846348303905196,-49.7837111287241
 0.6519276695444277,0.6375145294764433,1.9515830932012315,3.001190526411844,-84.16956058062837,-88.40300108819171,-0.05460327560058796,-18.313919613812182,-5.984433105091281,-49.31699343267282
 0.6547254384311826,0.642998099593357,1.9599796619634593,3.0011659654872362,-84.18668602567068,-88.40666394907755,-0.0555719267136037,-17.99469730739434,-6.121107831091369,-48.85132815906674
 0.6575210793075641,0.6485009546006766,1.9683697766081252,3.001141783105375,-84.204176616996,-88.41032680996338,-0.056520190544739606,-17.692792440401124,-6.256379878073969,-48.38677532776906
 0.6603146381044455,0.6540231319425078,1.9767535761180377,3.0011179715536715,-84.2220281750743,-88.41398967084922,-0.05744839725339682,-17.406926003333744,-6.390256792964618,-47.923428366750215
 0.663106159977851,0.6595646691008576,1.985131197123409,3.001094523092778,-84.24023656370056,-88.41765253173504,-0.05835687142162195,-17.13594261719602,-6.522746176461055,-47.46134528217168
 0.6658956893269162,0.665125603596254,1.9935027739571431,3.001071430397284,-84.25879768952115,-88.42131539262088,-0.05924593368472724,-16.878795519054936,-6.653855721865442,-47.00059723276404
 0.668683269811327,0.6707059729883524,2.0018684387073775,3.001048686134259,-84.27770750153313,-88.42497825350671,-0.060115899486441346,-16.634534433366365,-6.783593197661056,-46.5412484127927
 0.6714689443682565,0.6763058148765317,2.010228321269359,3.0010262832696832,-84.29696199061686,-88.42864111439255,-0.060967076732634316,-16.40229536320744,-6.911966452010184,-46.08336391262552
 0.6742614264308333,0.6819251669004728,2.0123144564645052,0.7470541075638863,-84.31655718905354,-88.43230397527837,-0.06179977071153766,-16.181289808787362,-7.017125982398751,-37.65808625876392
 0.6770724355004053,0.6875640667407288,2.00600556621989,-2.244350725476571,-84.33648917003494,-88.43596683616421,-0.06261428096078,-15.970797470729954,-7.0906854044486485,-26.16833323170282
 0.6799051624975394,0.6932225521192799,1.9975399621198264,-2.9884998125934557,-84.35675404719316,-88.43962969705004,-0.06341090217287072,-15.77015884861252,-7.153840514363303,-22.29480990527794
 0.6827599054242087,0.6989006608000773,1.9890087572341195,-2.9884319200890106,-84.37734797414879,-88.44329255793588,-0.06418992440030344,-15.578768932079827,-7.213933963458312,-21.050388997765754
 0.6856369696577091,0.704598430589574,1.9804110464939055,-2.988362456459111,-84.39826714410668,-88.4469554188217,-0.0649516326663653,-15.396071799098012,-7.2710124835980325,-19.839153910816517
 0.6885366682146978,0.7103158993372453,1.9717459023081203,-2.988291374253717,-84.4195077892446,-88.45061827970754,-0.06569630775741267,-15.221555581061823,-7.325121808518229,-18.660327567424467
 0.6914593220275623,0.7160531049360956,1.9630123737533394,-2.988218623888676,-84.44106618048282,-88.45428114059337,-0.06642422582114157,-15.054748288563703,-7.376306815165191,-17.51319517271047
 0.6944052602338362,0.7218100853231547,1.9542094857246568,-2.988144153850662,-84.46293862687308,-88.4579440014792,-0.06713565802093405,-14.895214100503534,-7.424611400089658,-16.397012273235745
 0.6973748204794255,0.727586878479963,1.945336238046903,-2.988067910369349,-84.485121475256,-88.46160686236503,-0.0678308723504884,-14.742549599434714,-7.470078580106516,-15.31108186284174
 0.700368349236461,0.7333835224330444,1.9363916045429426,-2.9879898373912135,-84.50761110979516,-88.46526972325087,-0.0685101310980042,-14.59638135226297,-7.512750457572763,-14.254707714418487
 0.7033862021366533,0.7392000552543696,1.927374532057075,-2.98790987635382,-84.53040395155445,-88.4689325841367,-0.0691736936862873,-14.45636262442692,-7.552668242323827,-13.227213542622044
 0.7064287443210872,0.7450365150618079,1.9182839394301614,-2.987827966173298,-84.55349645808981,-88.47259544502253,-0.06982181322160663,-14.322171737736339,-7.5898722632337146,-12.227939221427386
 0.7094963508074609,0.7508929400195674,1.9091187164239274,-2.9877440430987,-84.57688512306987,-88.47625830590836,-0.07045474173466283,-14.19350884523948,-7.624401983743919,-11.25624184965878
 0.7125894068758497,0.7567693683386268,1.8998777225918362,-2.9876580403874864,-84.60056647580032,-88.4799211667942,-0.07107272478625305,-14.070095145605293,-7.6562959761655085,-10.311482144648771
 0.7157083084741522,0.7626658382771548,1.8905597860917347,-2.9875698884417545,-84.62453708085563,-88.48358402768002,-0.07167600513030678,-13.951670411625239,-7.685591962361497,-9.393046004379329
 0.7188534626444647,0.7685823881409208,1.8811637024388506,-2.9874795142238253,-84.648793537691,-88.48724688856586,-0.07226482090978194,-13.837991811374401,-7.7123268119339645,-8.500330389149722
 0.7220252879717245,0.7745190562836949,1.871688233192483,-2.987386841555277,-84.67333248025014,-88.49090974945169,-0.07283940767428577,-13.728832124386239,-7.736536545137854,-7.632744778163897
 0.725224215056064,0.7804758811076383,1.8621321045750812,-2.9872917904831473,-84.69815057655222,-88.49457261033753,-0.0733999952940253,-13.62397907512399,-7.758256330245989,-6.789709341755461
 0.7284506870104301,0.7864529010636836,1.8524940060170387,-2.9871942773282303,-84.72324452833463,-88.49823547122335,-0.0739468121953057,-13.523233393196659,-7.77752050454549,-5.970662250273607
 0.7317051599851463,0.7924501546519062,1.8427725886233959,-2.9870942143837405,-84.74861107068556,-88.50189833210919,-0.07448008186002841,-13.426408444063147,-7.794362573602258,-5.175052669852696
 0.7349881037212265,0.7984676804218863,1.8329664635572032,-2.9869915096081385,-84.77424697161932,-88.50556119299502,-0.0750000234851403,-13.333329158198588,-7.808815195951381,-4.4023362905332135
 0.7383000021343964,0.8045055169730614,1.8230742003333564,-2.9868860664655874,-84.80014903175045,-88.50922405388086,-0.07550685424249856,-13.243830775791428,-7.820910215161252,-3.651989795874796
